LoID,lat,long,Time,Location,Temp_Min,Temp_25th%,Temp_50th%,Temp_75th%,Temp_Max ,Turbidity_Min,Turbidity_25th%,Turbidity_50th%,Turbidity_75th%,Turbidity_Max ,Ecoli_Min,Ecoli_25th%,Ecoli_50th%,Ecoli_75th%,Ecoli_Max ,,,
40,-37.6759953,144.4388345,2009,"Lerderderg River at Bacchus March Road, Bacchus Marsh",7.00 ,10.70 ,12.90 ,17.20 ,20.30 ,9.00 ,25.00 ,31.00 ,42.00 ,53.00 ,10.00 ,18.00 ,30.00 ,58.00 ,400.00 ,,,
41,-37.9592076,144.4821879,2013,"Little River at You Yangs Rd, Little River",9.60 ,11.50 ,13.40 ,19.30 ,21.70 ,1.00 ,1.00 ,1.00 ,4.00 ,,20.00 ,31.00 ,41.00 ,58.00 ,74.00 ,,,
41,-37.9592076,144.4821879,2012,"Little River at You Yangs Rd, Little River",8.10 ,10.50 ,11.70 ,17.60 ,25.10 ,1.00 ,1.00 ,3.00 ,46.00 ,96.00 ,10.00 ,13.00 ,26.00 ,39.00 ,63.00 ,,,
41,-37.9592076,144.4821879,2011,"Little River at You Yangs Rd, Little River",10.00 ,12.10 ,15.00 ,18.40 ,21.00 ,1.00 ,2.00 ,3.00 ,10.00 ,46.00 ,-,20.00 ,80.00 ,130.00 ,190.00 ,,,
41,-37.9592076,144.4821879,2010,"Little River at You Yangs Rd, Little River",9.00 ,11.50 ,15.50 ,19.80 ,26.60 ,1.00 ,2.00 ,3.00 ,5.00 ,54.00 ,10.00 ,10.00 ,20.00 ,60.00 ,120.00 ,,,
41,-37.9592076,144.4821879,2009,"Little River at You Yangs Rd, Little River",7.00 ,11.40 ,14.90 ,18.60 ,21.10 ,2.00 ,6.00 ,9.00 ,12.00 ,38.00 ,10.00 ,20.00 ,50.00 ,115.00 ,400.00 ,,,
42,-37.9002649,144.6164265,2013,"Lollypop Creek upstream Black Forest Road, Wyndham Vale",9.30 ,10.70 ,12.60 ,14.80 ,21.00 ,9.00 ,14.00 ,22.00 ,28.00 ,250.00 ,120.00 ,220.00 ,510.00 ,850.00 ,1600.00 ,,,
42,-37.9002649,144.6164265,2012,"Lollypop Creek upstream Black Forest Road, Wyndham Vale",7.30 ,10.30 ,11.30 ,15.10 ,23.20 ,11.00 ,22.00 ,32.00 ,48.00 ,85.00 ,23.00 ,63.00 ,120.00 ,340.00 ,990.00 ,,,
42,-37.9002649,144.6164265,2011,"Lollypop Creek upstream Black Forest Road, Wyndham Vale",8.80 ,12.00 ,13.00 ,17.30 ,21.00 ,15.00 ,27.00 ,44.00 ,63.00 ,120.00 ,40.00 ,110.00 ,240.00 ,680.00 ,5400.00 ,,,
42,-37.9002649,144.6164265,2010,"Lollypop Creek upstream Black Forest Road, Wyndham Vale",9.00 ,10.60 ,15.20 ,20.00 ,25.30 ,18.00 ,31.00 ,42.00 ,72.00 ,210.00 ,10.00 ,75.00 ,280.00 ,605.00 ,4000.00 ,,,
42,-37.9002649,144.6164265,2009,"Lollypop Creek upstream Black Forest Road, Wyndham Vale",6.00 ,11.10 ,15.00 ,16.60 ,24.00 ,21.00 ,38.00 ,48.00 ,71.00 ,110.00 ,140.00 ,190.00 ,590.00 ,1300.00 ,7000.00 ,,,
43,-37.6890471,144.4377161,2013,"Parwan Creek at Bacchus Marsh- Geelong Road, Parwan *",-,-,-,-,- ,-,-,-,-,-,-,-,-,-,-,,,
43,-37.6890471,144.4377161,2012,"Parwan Creek at Bacchus Marsh- Geelong Road, Parwan *",18.10 ,18.10 ,18.10 ,18.10 ,18.10 ,120.00 ,120.00 ,120.00 ,120.00 ,120.00 ,-,-,-,-,-,,,
43,-37.6890471,144.4377161,2011,"Parwan Creek at Bacchus Marsh- Geelong Road, Parwan *",10.20 ,12.00 ,14.60 ,16.80 ,21.00 ,9.00 ,13.00 ,19.00 ,25.00 ,200.00 ,20.00 ,80.00 ,320.00 ,390.00 ,2100.00 ,,,
43,-37.6890471,144.4377161,2010,"Parwan Creek at Bacchus Marsh- Geelong Road, Parwan *",9.00 ,12.00 ,15.00 ,17.50 ,22.00 ,5.00 ,10.00 ,19.00 ,162.00 ,2200.00 ,40.00 ,70.00 ,160.00 ,1000.00 ,1800000.00 ,,,
43,-37.6890471,144.4377161,2009,"Parwan Creek at Bacchus Marsh- Geelong Road, Parwan *",-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,,,
44,-37.8620152,144.7697949,2013,"Skeleton Creek at Ayr Street, Laverton",10.60 ,13.40 ,16.90 ,18.70 ,25.90 ,7.00 ,13.00 ,14.00 ,20.00 ,37.00 ,63.00 ,137.00 ,245.00 ,625.00 ,4100.00 ,,,
44,-37.8620152,144.7697949,2012,"Skeleton Creek at Ayr Street, Laverton",9.90 ,11.30 ,13.80 ,17.80 ,20.80 ,10.00 ,14.00 ,17.00 ,19.00 ,22.00 ,5.00 ,89.00 ,113.00 ,235.00 ,380.00 ,,,
44,-37.8620152,144.7697949,2011,"Skeleton Creek at Ayr Street, Laverton",11.00 ,12.00 ,15.90 ,20.80 ,24.00 ,12.00 ,13.00 ,19.00 ,37.00 ,63.00 ,10.00 ,70.00 ,100.00 ,520.00 ,3500.00 ,,,
44,-37.8620152,144.7697949,2010,"Skeleton Creek at Ayr Street, Laverton",9.00 ,12.90 ,17.00 ,19.40 ,23.50 ,10.00 ,11.00 ,20.00 ,51.00 ,100.00 ,60.00 ,148.00 ,400.00 ,930.00 ,4000.00 ,,,
44,-37.8620152,144.7697949,2009,"Skeleton Creek at Ayr Street, Laverton",10.00 ,12.90 ,16.60 ,20.90 ,25.50 ,10.00 ,13.00 ,14.00 ,17.00 ,26.00 ,10.00 ,55.00 ,230.00 ,525.00 ,2200.00 ,,,
45,-37.7147124,144.5842882,2013,"Yangardook Creek at Bridge Road, Melton South",9.40 ,11.10 ,14.40 ,17.10 ,20.90 ,11.00 ,16.00 ,21.00 ,36.00 ,78.00 ,41.00 ,52.00 ,104.00 ,328.00 ,5500.00 ,,,
45,-37.7147124,144.5842882,2012,"Yangardook Creek at Bridge Road, Melton South",9.30 ,10.40 ,11.90 ,16.80 ,20.10 ,18.00 ,28.00 ,36.00 ,47.00 ,160.00 ,5.00 ,20.00 ,42.00 ,323.00 ,540.00 ,,,
45,-37.7147124,144.5842882,2011,"Yangardook Creek at Bridge Road, Melton South",10.70 ,12.30 ,15.50 ,19.10 ,22.00 ,9.00 ,35.00 ,43.00 ,66.00 ,180.00 ,40.00 ,160.00 ,240.00 ,390.00 ,820.00 ,,,
45,-37.7147124,144.5842882,2010,"Yangardook Creek at Bridge Road, Melton South",8.60 ,11.50 ,13.90 ,19.90 ,24.50 ,17.00 ,41.00 ,77.00 ,160.00 ,240.00 ,20.00 ,180.00 ,410.00 ,625.00 ,1600.00 ,,,
45,-37.7147124,144.5842882,2009,"Yangardook Creek at Bridge Road, Melton South",7.00 ,10.50 ,13.60 ,17.20 ,23.10 ,22.00 ,27.00 ,30.00 ,40.00 ,140.00 ,10.00 ,20.00 ,30.00 ,75.00 ,2600.00 ,,,
46,-37.5967768,144.1998141,2013,"Werribee River at Old Melbourne Rd, Ballan",7.50 ,10.00 ,13.30 ,14.20 ,20.40 ,4.00 ,6.00 ,7.00 ,7.00 ,10.00 ,5.00 ,20.00 ,52.00 ,134.00 ,510.00 ,,,
46,-37.5967768,144.1998141,2012,"Werribee River at Old Melbourne Rd, Ballan",7.20 ,9.50 ,10.70 ,16.40 ,17.50 ,6.00 ,7.00 ,8.00 ,22.00 ,76.00 ,20.00 ,58.00 ,80.00 ,94.00 ,380.00 ,,,
46,-37.5967768,144.1998141,2011,"Werribee River at Old Melbourne Rd, Ballan",8.20 ,9.50 ,13.00 ,16.30 ,19.00 ,7.00 ,10.00 ,13.00 ,20.00 ,22.00 ,20.00 ,160.00 ,200.00 ,420.00 ,760.00 ,,,
46,-37.5967768,144.1998141,2010,"Werribee River at Old Melbourne Rd, Ballan",6.90 ,8.80 ,13.50 ,20.10 ,21.00 ,4.00 ,6.00 ,11.00 ,18.00 ,54.00 ,10.00 ,10.00 ,85.00 ,295.00 ,600.00 ,,,
46,-37.5967768,144.1998141,2009,"Werribee River at Old Melbourne Rd, Ballan",5.00 ,8.60 ,11.50 ,17.30 ,21.40 ,3.00 ,8.00 ,10.00 ,13.00 ,17.00 ,10.00 ,18.00 ,20.00 ,45.00 ,160.00 ,,,
47,-37.687273,144.433447,2013,"Werribee River opposite end of McGregor Court (Lions Club Reserve), Maddingley",10.00 ,11.70 ,14.80 ,18.30 ,21.70 ,13.00 ,19.00 ,24.00 ,32.00 ,89.00 ,220.00 ,560.00 ,1075.00 ,2200.00 ,2600.00 ,,,
47,-37.687273,144.433447,2012,"Werribee River opposite end of McGregor Court (Lions Club Reserve), Maddingley",9.30 ,10.50 ,12.60 ,17.40 ,19.90 ,12.00 ,22.00 ,25.00 ,34.00 ,51.00 ,52.00 ,97.00 ,159.00 ,243.00 ,530.00 ,,,
47,-37.687273,144.433447,2011,"Werribee River opposite end of McGregor Court (Lions Club Reserve), Maddingley",10.00 ,11.30 ,15.00 ,18.00 ,21.00 ,9.00 ,17.00 ,23.00 ,31.00 ,100.00 ,40.00 ,150.00 ,340.00 ,530.00 ,800.00 ,,,
47,-37.687273,144.433447,2010,"Werribee River opposite end of McGregor Court (Lions Club Reserve), Maddingley",8.10 ,11.30 ,15.60 ,20.20 ,23.00 ,11.00 ,18.00 ,36.00 ,63.00 ,670.00 ,60.00 ,160.00 ,270.00 ,660.00 ,5000.00 ,,,
47,-37.687273,144.433447,2009,"Werribee River opposite end of McGregor Court (Lions Club Reserve), Maddingley",7.00 ,10.40 ,13.40 ,18.10 ,21.40 ,6.00 ,9.00 ,15.00 ,21.00 ,40.00 ,20.00 ,60.00 ,120.00 ,180.00 ,540.00 ,,,
48,-37.4713077,144.7851531,2013,Werribee River at Cobbledicks Ford Rd,9.40 ,11.70 ,14.90 ,17.80 ,21.20 ,5.00 ,8.00 ,12.00 ,23.00 ,43.00 ,10.00 ,90.00 ,345.00 ,422.00 ,960.00 ,,,
48,-37.4713077,144.7851531,2012,Werribee River at Cobbledicks Ford Rd,9.30 ,11.30 ,12.80 ,17.30 ,24.90 ,12.00 ,22.00 ,35.00 ,52.00 ,200.00 ,31.00 ,67.00 ,205.00 ,308.00 ,750.00 ,,,
48,-37.4713077,144.7851531,2011,Werribee River at Cobbledicks Ford Rd,10.00 ,13.00 ,16.80 ,18.80 ,21.00 ,8.00 ,20.00 ,43.00 ,72.00 ,120.00 ,20.00 ,50.00 ,100.00 ,160.00 ,200.00 ,,,
48,-37.4713077,144.7851531,2010,Werribee River at Cobbledicks Ford Rd,9.20 ,11.00 ,15.00 ,18.50 ,26.70 ,7.00 ,15.00 ,31.00 ,50.00 ,120.00 ,20.00 ,50.00 ,200.00 ,430.00 ,1000.00 ,,,
48,-37.4713077,144.7851531,2009,Werribee River at Cobbledicks Ford Rd,7.00 ,11.30 ,14.10 ,18.40 ,22.10 ,9.00 ,12.00 ,17.00 ,22.00 ,93.00 ,60.00 ,80.00 ,120.00 ,310.00 ,980.00 ,,,
49,-37.8726159,144.6540309,2013,"Werribee River upstream weir at Riversdale Road, Werribee",10.10 ,10.60 ,14.90 ,18.10 ,21.20 ,2.00 ,6.00 ,8.00 ,12.00 ,30.00 ,10.00 ,20.00 ,31.00 ,80.00 ,150.00 ,,,
49,-37.8726159,144.6540309,2012,"Werribee River upstream weir at Riversdale Road, Werribee",9.60 ,11.40 ,13.70 ,17.50 ,24.50 ,10.00 ,13.00 ,28.00 ,29.00 ,43.00 ,41.00 ,44.00 ,81.00 ,193.00 ,260.00 ,,,
49,-37.8726159,144.6540309,2011,"Werribee River upstream weir at Riversdale Road, Werribee",9.70 ,11.00 ,13.00 ,17.20 ,21.00 ,5.00 ,14.00 ,42.00 ,67.00 ,160.00 ,-,40.00 ,80.00 ,290.00 ,1100.00 ,,,
49,-37.8726159,144.6540309,2010,"Werribee River upstream weir at Riversdale Road, Werribee",9.70 ,11.70 ,16.40 ,19.50 ,26.80 ,4.00 ,6.00 ,9.00 ,13.00 ,170.00 ,20.00 ,40.00 ,90.00 ,145.00 ,240.00 ,,,
49,-37.8726159,144.6540309,2009,"Werribee River upstream weir at Riversdale Road, Werribee",9.00 ,11.70 ,15.30 ,19.50 ,22.00 ,6.00 ,8.00 ,10.00 ,12.00 ,30.00 ,20.00 ,35.00 ,70.00 ,125.00 ,520.00 ,,,
50,-38.0821308,145.5730091,2013,"Ararat Creek at Nar Nar Goon- Longwarry Road, Nar Nar Goon",7.90 ,11.30 ,13.10 ,17.30 ,19.00 ,16.00 ,23.00 ,26.00 ,39.00 ,85.00 ,86.00 ,150.00 ,275.00 ,985.00 ,4900.00 ,,,
50,-38.0821308,145.5730091,2012,"Ararat Creek at Nar Nar Goon- Longwarry Road, Nar Nar Goon",8.60 ,10.80 ,13.10 ,16.60 ,19.00 ,23.00 ,28.00 ,34.00 ,41.00 ,56.00 ,360.00 ,401.00 ,485.00 ,568.00 ,1600.00 ,,,
50,-38.0821308,145.5730091,2011,"Ararat Creek at Nar Nar Goon- Longwarry Road, Nar Nar Goon",7.00 ,10.10 ,13.30 ,16.70 ,19.50 ,30.00 ,34.00 ,56.00 ,66.00 ,130.00 ,60.00 ,350.00 ,600.00 ,1550.00 ,2400.00 ,,,
50,-38.0821308,145.5730091,2010,"Ararat Creek at Nar Nar Goon- Longwarry Road, Nar Nar Goon",8.50 ,11.30 ,13.40 ,16.40 ,19.80 ,21.00 ,32.00 ,41.00 ,47.00 ,62.00 ,40.00 ,60.00 ,140.00 ,365.00 ,9000.00 ,,,
50,-38.0821308,145.5730091,2009,"Ararat Creek at Nar Nar Goon- Longwarry Road, Nar Nar Goon",7.90 ,11.10 ,13.20 ,17.20 ,19.50 ,10.00 ,20.00 ,26.00 ,45.00 ,51.00 ,20.00 ,130.00 ,240.00 ,365.00 ,1100.00 ,,,
51,-38.2667039,145.0324753,2013,"Balcombe Creek at footbridge off Uralla Drive, Mt Martha",8.80 ,11.30 ,12.80 ,14.60 ,18.10 ,5.00 ,8.00 ,9.00 ,14.00 ,37.00 ,120.00 ,200.00 ,340.00 ,850.00 ,17000.00 ,,,
51,-38.2667039,145.0324753,2012,"Balcombe Creek at footbridge off Uralla Drive, Mt Martha",9.20 ,11.10 ,13.30 ,16.90 ,19.70 ,5.00 ,10.00 ,14.00 ,18.00 ,34.00 ,250.00 ,273.00 ,295.00 ,318.00 ,1300.00 ,,,
51,-38.2667039,145.0324753,2011,"Balcombe Creek at footbridge off Uralla Drive, Mt Martha",8.00 ,10.90 ,14.00 ,15.60 ,22.00 ,6.00 ,9.00 ,22.00 ,25.00 ,39.00 ,20.00 ,100.00 ,400.00 ,1350.00 ,4200.00 ,,,
51,-38.2667039,145.0324753,2010,"Balcombe Creek at footbridge off Uralla Drive, Mt Martha",7.00 ,9.80 ,13.00 ,17.30 ,18.00 ,8.00 ,9.00 ,14.00 ,22.00 ,41.00 ,40.00 ,233.00 ,270.00 ,555.00 ,4000.00 ,,,
51,-38.2667039,145.0324753,2009,"Balcombe Creek at footbridge off Uralla Drive, Mt Martha",6.00 ,10.90 ,12.50 ,17.30 ,23.00 ,3.00 ,17.00 ,18.00 ,22.00 ,54.00 ,80.00 ,220.00 ,280.00 ,640.00 ,5100.00 ,,,
52,-38.3571089,145.7330991,2013,Bass River at Loch-Poowong Road,7.50 ,10.30 ,12.40 ,15.00 ,19.20 ,7.00 ,12.00 ,20.00 ,43.00 ,130.00 ,20.00 ,55.00 ,265.00 ,705.00 ,17000.00 ,,,
52,-38.3571089,145.7330991,2012,Bass River at Loch-Poowong Road,8.00 ,10.90 ,13.30 ,16.30 ,17.90 ,9.00 ,11.00 ,13.00 ,24.00 ,33.00 ,200.00 ,515.00 ,1150.00 ,2475.00 ,3300.00 ,,,
52,-38.3571089,145.7330991,2011,Bass River at Loch-Poowong Road,9.90 ,10.00 ,14.00 ,17.00 ,21.10 ,9.00 ,15.00 ,19.00 ,22.00 ,89.00 ,240.00 ,340.00 ,460.00 ,1250.00 ,3500.00 ,,,
52,-38.3571089,145.7330991,2010,Bass River at Loch-Poowong Road,8.00 ,9.80 ,13.00 ,16.50 ,20.00 ,9.00 ,11.00 ,18.00 ,23.00 ,41.00 ,20.00 ,215.00 ,290.00 ,380.00 ,460.00 ,,,
52,-38.3571089,145.7330991,2009,Bass River at Loch-Poowong Road,8.00 ,11.00 ,14.80 ,17.00 ,22.10 ,6.00 ,11.00 ,20.00 ,26.00 ,53.00 ,20.00 ,20.00 ,160.00 ,930.00 ,20000.00 ,,,
53,-37.4713077,144.7851531,2013,Bass River at McGrath Road,7.80 ,11.80 ,13.70 ,16.10 ,18.40 ,6.00 ,9.00 ,11.00 ,23.00 ,240.00 ,31.00 ,94.00 ,140.00 ,272.00 ,20000.00 ,,,
53,-37.4713077,144.7851531,2012,Bass River at McGrath Road,8.00 ,11.60 ,13.40 ,16.30 ,20.10 ,6.00 ,10.00 ,16.00 ,22.00 ,45.00 ,41.00 ,55.00 ,117.00 ,215.00 ,250.00 ,,,
53,-37.4713077,144.7851531,2011,Bass River at McGrath Road,10.00 ,10.70 ,14.70 ,17.80 ,19.50 ,10.00 ,19.00 ,21.00 ,32.00 ,110.00 ,20.00 ,120.00 ,200.00 ,530.00 ,1400.00 ,,,
53,-37.4713077,144.7851531,2010,Bass River at McGrath Road,9.00 ,9.80 ,14.50 ,16.30 ,18.00 ,8.00 ,13.00 ,23.00 ,28.00 ,64.00 ,80.00 ,115.00 ,160.00 ,305.00 ,920.00 ,,,
53,-37.4713077,144.7851531,2009,Bass River at McGrath Road,9.00 ,11.80 ,13.30 ,16.50 ,23.80 ,5.00 ,6.00 ,12.00 ,20.00 ,43.00 ,10.00 ,35.00 ,125.00 ,260.00 ,4200.00 ,,,
54,-38.4833748,145.4670322,2013,"Bass River at School Road, Bass",7.80 ,12.00 ,14.30 ,16.80 ,20.30 ,8.00 ,12.00 ,20.00 ,25.00 ,300.00 ,52.00 ,190.00 ,395.00 ,707.00 ,24000.00 ,,,
54,-38.4833748,145.4670322,2012,"Bass River at School Road, Bass",8.30 ,11.60 ,14.30 ,17.00 ,20.90 ,11.00 ,13.00 ,17.00 ,24.00 ,56.00 ,130.00 ,210.00 ,330.00 ,1005.00 ,1500.00 ,,,
54,-38.4833748,145.4670322,2011,"Bass River at School Road, Bass",10.10 ,11.10 ,15.00 ,17.30 ,20.60 ,6.00 ,16.00 ,26.00 ,46.00 ,140.00 ,100.00 ,190.00 ,420.00 ,740.00 ,3100.00 ,,,
54,-38.4833748,145.4670322,2010,"Bass River at School Road, Bass",9.00 ,10.80 ,14.00 ,17.50 ,23.00 ,9.00 ,14.00 ,32.00 ,40.00 ,89.00 ,40.00 ,165.00 ,330.00 ,460.00 ,2000.00 ,,,
54,-38.4833748,145.4670322,2009,"Bass River at School Road, Bass",9.00 ,12.00 ,14.20 ,18.30 ,26.80 ,6.00 ,12.00 ,18.00 ,26.00 ,78.00 ,120.00 ,408.00 ,550.00 ,885.00 ,1400.00 ,,,
55,-37.9833916,145.7568071,2013,"Bunyip River at North Labertouche Road, Labertouche",6.30 ,11.30 ,12.80 ,16.30 ,18.50 ,7.00 ,10.00 ,14.00 ,18.00 ,49.00 ,5.00 ,63.00 ,92.00 ,252.00 ,1400.00 ,,,
55,-37.9833916,145.7568071,2012,"Bunyip River at North Labertouche Road, Labertouche",9.50 ,10.80 ,12.20 ,14.90 ,17.80 ,9.00 ,10.00 ,14.00 ,21.00 ,31.00 ,10.00 ,30.00 ,53.00 ,229.00 ,1400.00 ,,,
55,-37.9833916,145.7568071,2011,"Bunyip River at North Labertouche Road, Labertouche",8.00 ,9.50 ,14.10 ,17.70 ,18.40 ,21.00 ,26.00 ,30.00 ,45.00 ,120.00 ,40.00 ,335.00 ,540.00 ,1145.00 ,6800.00 ,,,
55,-37.9833916,145.7568071,2010,"Bunyip River at North Labertouche Road, Labertouche",8.30 ,10.80 ,13.40 ,16.10 ,20.00 ,9.00 ,11.00 ,15.00 ,20.00 ,43.00 ,10.00 ,40.00 ,70.00 ,125.00 ,860.00 ,,,
55,-37.9833916,145.7568071,2009,"Bunyip River at North Labertouche Road, Labertouche",8.50 ,11.50 ,13.60 ,18.10 ,20.40 ,5.00 ,8.00 ,10.00 ,11.00 ,15.00 ,10.00 ,20.00 ,60.00 ,110.00 ,220.00 ,,,
56,-38.0856676,145.7637121,2013,"Bunyip River d/s Cannibal Creek, Longwarry North",5.80 ,11.80 ,13.90 ,18.00 ,20.60 ,11.00 ,14.00 ,18.00 ,22.00 ,76.00 ,120.00 ,138.00 ,340.00 ,795.00 ,17000.00 ,,,
56,-38.0856676,145.7637121,2012,"Bunyip River d/s Cannibal Creek, Longwarry North",8.70 ,11.60 ,13.40 ,16.50 ,19.60 ,15.00 ,16.00 ,23.00 ,28.00 ,38.00 ,74.00 ,138.00 ,310.00 ,505.00 ,4100.00 ,,,
56,-38.0856676,145.7637121,2011,"Bunyip River d/s Cannibal Creek, Longwarry North",9.30 ,10.20 ,14.00 ,19.00 ,23.20 ,71.00 ,88.00 ,95.00 ,130.00 ,200.00 ,10.00 ,150.00 ,300.00 ,670.00 ,1100.00 ,,,
56,-38.0856676,145.7637121,2010,"Bunyip River d/s Cannibal Creek, Longwarry North",8.80 ,12.50 ,14.40 ,17.90 ,22.20 ,9.00 ,22.00 ,24.00 ,27.00 ,250.00 ,140.00 ,320.00 ,490.00 ,900.00 ,26000.00 ,,,
56,-38.0856676,145.7637121,2009,"Bunyip River d/s Cannibal Creek, Longwarry North",7.10 ,11.90 ,14.20 ,19.00 ,23.00 ,11.00 ,12.00 ,15.00 ,17.00 ,25.00 ,120.00 ,215.00 ,410.00 ,810.00 ,2200.00 ,,,
57,-38.1278583,145.6865307,2013,"Bunyip Main Drain at Little Road, Iona",6.70 ,11.90 ,14.40 ,18.00 ,21.20 ,15.00 ,18.00 ,22.00 ,27.00 ,52.00 ,180.00 ,292.00 ,470.00 ,620.00 ,3700.00 ,,,
57,-38.1278583,145.6865307,2012,"Bunyip Main Drain at Little Road, Iona",8.70 ,12.30 ,13.50 ,16.90 ,20.60 ,22.00 ,28.00 ,29.00 ,38.00 ,52.00 ,130.00 ,185.00 ,380.00 ,425.00 ,2500.00 ,,,
57,-38.1278583,145.6865307,2011,"Bunyip Main Drain at Little Road, Iona",7.00 ,10.00 ,12.60 ,16.80 ,17.40 ,12.00 ,15.00 ,17.00 ,25.00 ,37.00 ,10.00 ,15.00 ,40.00 ,260.00 ,560.00 ,,,
57,-38.1278583,145.6865307,2010,"Bunyip Main Drain at Little Road, Iona",8.30 ,11.00 ,13.60 ,17.40 ,21.40 ,11.00 ,17.00 ,19.00 ,24.00 ,150.00 ,120.00 ,265.00 ,430.00 ,510.00 ,6500.00 ,,,
57,-38.1278583,145.6865307,2009,"Bunyip Main Drain at Little Road, Iona",7.60 ,11.70 ,14.30 ,17.90 ,20.90 ,7.00 ,9.00 ,12.00 ,16.00 ,20.00 ,160.00 ,280.00 ,330.00 ,480.00 ,700.00 ,,,
58,-38.183087,145.4791285,2013,"Bunyip River at Healesville Koo-Wee-Rup Road, Koo-Wee-Rup",6.00 ,11.60 ,14.60 ,16.20 ,17.20 ,16.00 ,21.00 ,28.00 ,86.00 ,290.00 ,41.00 ,158.00 ,340.00 ,487.00 ,24000.00 ,,,
58,-38.183087,145.4791285,2012,"Bunyip River at Healesville Koo-Wee-Rup Road, Koo-Wee-Rup",7.00 ,11.90 ,14.10 ,16.30 ,18.90 ,25.00 ,41.00 ,100.00 ,155.00 ,320.00 ,20.00 ,77.00 ,92.00 ,97.00 ,710.00 ,,,
58,-38.183087,145.4791285,2011,"Bunyip River at Healesville Koo-Wee-Rup Road, Koo-Wee-Rup",7.00 ,10.80 ,14.20 ,18.20 ,20.70 ,15.00 ,17.00 ,23.00 ,42.00 ,96.00 ,40.00 ,200.00 ,300.00 ,2700.00 ,6000.00 ,,,
58,-38.183087,145.4791285,2010,"Bunyip River at Healesville Koo-Wee-Rup Road, Koo-Wee-Rup",7.00 ,9.30 ,13.10 ,15.00 ,20.00 ,17.00 ,42.00 ,75.00 ,94.00 ,100.00 ,10.00 ,40.00 ,90.00 ,500.00 ,2200.00 ,,,
58,-38.183087,145.4791285,2009,"Bunyip River at Healesville Koo-Wee-Rup Road, Koo-Wee-Rup",9.00 ,11.30 ,13.60 ,16.50 ,20.00 ,7.00 ,13.00 ,34.00 ,74.00 ,100.00 ,10.00 ,10.00 ,110.00 ,710.00 ,5200.00 ,,,
59,-38.004643,145.409755,2013,"Cardinia Creek at Chadwick Road, Upper Beaconsfield",7.50 ,11.70 ,13.40 ,14.10 ,18.00 ,5.00 ,9.00 ,18.00 ,23.00 ,97.00 ,20.00 ,68.00 ,170.00 ,208.00 ,3400.00 ,,,
59,-38.004643,145.409755,2012,"Cardinia Creek at Chadwick Road, Upper Beaconsfield",9.10 ,10.90 ,12.30 ,13.80 ,14.60 ,6.00 ,12.00 ,23.00 ,32.00 ,43.00 ,41.00 ,104.00 ,375.00 ,535.00 ,4600.00 ,,,
59,-38.004643,145.409755,2011,"Cardinia Creek at Chadwick Road, Upper Beaconsfield",7.00 ,10.20 ,14.20 ,16.60 ,20.30 ,26.00 ,36.00 ,47.00 ,69.00 ,140.00 ,10.00 ,160.00 ,280.00 ,1400.00 ,5000.00 ,,,
59,-38.004643,145.409755,2010,"Cardinia Creek at Chadwick Road, Upper Beaconsfield",8.50 ,10.90 ,13.10 ,14.60 ,19.10 ,2.00 ,10.00 ,14.00 ,16.00 ,49.00 ,10.00 ,55.00 ,85.00 ,250.00 ,1600.00 ,,,
59,-38.004643,145.409755,2009,"Cardinia Creek at Chadwick Road, Upper Beaconsfield",7.60 ,10.80 ,12.50 ,17.10 ,18.60 ,4.00 ,9.00 ,11.00 ,13.00 ,18.00 ,10.00 ,40.00 ,120.00 ,190.00 ,220.00 ,,,
60,-38.1460766,145.4242731,2013,"Cardinia Creek at Ballarto Road, Cardinia",6.10 ,11.60 ,14.20 ,16.60 ,20.40 ,15.00 ,31.00 ,37.00 ,45.00 ,71.00 ,63.00 ,170.00 ,320.00 ,647.00 ,2000.00 ,,,
60,-38.1460766,145.4242731,2012,"Cardinia Creek at Ballarto Road, Cardinia",9.60 ,10.80 ,12.80 ,15.60 ,19.00 ,18.00 ,25.00 ,31.00 ,44.00 ,61.00 ,52.00 ,138.00 ,160.00 ,663.00 ,2500.00 ,,,
60,-38.1460766,145.4242731,2011,"Cardinia Creek at Ballarto Road, Cardinia",6.00 ,10.10 ,13.50 ,15.90 ,19.60 ,15.00 ,17.00 ,24.00 ,48.00 ,160.00 ,20.00 ,50.00 ,140.00 ,520.00 ,1000.00 ,,,
60,-38.1460766,145.4242731,2010,"Cardinia Creek at Ballarto Road, Cardinia",8.70 ,11.20 ,13.60 ,16.10 ,19.70 ,6.00 ,20.00 ,32.00 ,35.00 ,54.00 ,10.00 ,55.00 ,80.00 ,252.00 ,450.00 ,,,
60,-38.1460766,145.4242731,2009,"Cardinia Creek at Ballarto Road, Cardinia",6.60 ,10.70 ,14.20 ,17.30 ,21.10 ,8.00 ,13.00 ,20.00 ,26.00 ,34.00 ,20.00 ,40.00 ,65.00 ,80.00 ,280.00 ,,,
61,-38.3632675,144.8776139,2013,"Chinamans Creek at Eastborne Road, Rosebud West",9.50 ,12.30 ,14.30 ,17.50 ,20.80 ,1.00 ,1.00 ,3.00 ,5.00 ,13.00 ,110.00 ,255.00 ,925.00 ,1725.00 ,16000.00 ,,,
