LoID,lat,long,Time,Location,Temp_Min,Temp_25th%,Temp_50th%,Temp_75th%,Temp_Max ,Turbidity_Min,Turbidity_25th%,Turbidity_50th%,Turbidity_75th%,Turbidity_Max ,Ecoli_Min,Ecoli_25th%,Ecoli_50th%,Ecoli_75th%,Ecoli_Max ,,,
20,-37.4285055,144.6160327,2009,"Barringo Creek at Wooling Road, Macedon",8.00 ,9.50 ,10.00 ,14.30 ,17.50 ,3.00 ,4.00 ,7.00 ,8.00 ,8.00 ,10.00 ,10.00 ,10.00 ,50.00 ,500.00 ,,,
21,-37.3592978,144.7440239,2013,"Deep Creek at Kennedys Lane, Romsey",8.00 ,11.10 ,14.90 ,18.40 ,22.70 ,2.00 ,3.00 ,5.00 ,7.00 ,46.00 ,5.00 ,10.00 ,15.00 ,88.00 ,1000.00 ,,,
21,-37.3592978,144.7440239,2012,"Deep Creek at Kennedys Lane, Romsey",8.20 ,9.90 ,12.60 ,16.50 ,21.80 ,3.00 ,4.00 ,9.00 ,24.00 ,58.00 ,10.00 ,10.00 ,31.00 ,141.00 ,990.00 ,,,
21,-37.3592978,144.7440239,2011,"Deep Creek at Kennedys Lane, Romsey",8.00 ,11.70 ,15.20 ,18.50 ,23.30 ,6.00 ,10.00 ,20.00 ,54.00 ,180.00 ,20.00 ,80.00 ,140.00 ,340.00 ,4500.00 ,,,
21,-37.3592978,144.7440239,2010,"Deep Creek at Kennedys Lane, Romsey",8.00 ,9.80 ,15.50 ,18.80 ,26.00 ,5.00 ,8.00 ,14.00 ,18.00 ,75.00 ,10.00 ,10.00 ,20.00 ,55.00 ,100.00 ,,,
21,-37.3592978,144.7440239,2009,"Deep Creek at Kennedys Lane, Romsey",8.00 ,11.00 ,13.00 ,20.80 ,23.50 ,1.00 ,5.00 ,8.00 ,13.00 ,35.00 ,10.00 ,10.00 ,20.00 ,40.00 ,260.00 ,,,
22,-37.4713077,144.7851531,2013,"Deep Creek at end of Kinnear Road, Michelam",8.30 ,8.80 ,11.40 ,13.70 ,16.40 ,4.00 ,7.00 ,7.00 ,15.00 ,38.00 ,63.00 ,96.00 ,110.00 ,200.00 ,300.00 ,,,
22,-37.4713077,144.7851531,2012,"Deep Creek at end of Kinnear Road, Michelam",8.70 ,10.20 ,11.80 ,13.60 ,18.90 ,5.00 ,9.00 ,14.00 ,49.00 ,370.00 ,30.00 ,113.00 ,130.00 ,148.00 ,1600.00 ,,,
22,-37.4713077,144.7851531,2011,"Deep Creek at end of Kinnear Road, Michelam",8.00 ,11.20 ,13.50 ,18.00 ,22.10 ,5.00 ,7.00 ,13.00 ,37.00 ,850.00 ,10.00 ,40.00 ,100.00 ,160.00 ,10000.00 ,,,
22,-37.4713077,144.7851531,2010,"Deep Creek at end of Kinnear Road, Michelam",8.00 ,10.00 ,14.00 ,15.50 ,24.00 ,8.00 ,28.00 ,33.00 ,72.00 ,440.00 ,40.00 ,60.00 ,220.00 ,540.00 ,700.00 ,,,
22,-37.4713077,144.7851531,2009,"Deep Creek at end of Kinnear Road, Michelam",11.00 ,12.50 ,16.00 ,19.10 ,19.50 ,2.00 ,5.00 ,7.00 ,8.00 ,9.00 ,80.00 ,170.00 ,250.00 ,315.00 ,360.00 ,,,
23,-37.6379528,144.8064424,2013,"Deep Creek at Bulla Road, Bulla",8.90 ,11.30 ,14.50 ,19.40 ,24.30 ,2.00 ,5.00 ,5.00 ,11.00 ,35.00 ,41.00 ,86.00 ,130.00 ,250.00 ,430.00 ,,,
23,-37.6379528,144.8064424,2012,"Deep Creek at Bulla Road, Bulla",9.30 ,11.30 ,13.40 ,16.90 ,21.70 ,4.00 ,8.00 ,18.00 ,45.00 ,330.00 ,41.00 ,69.00 ,108.00 ,205.00 ,1000.00 ,,,
23,-37.6379528,144.8064424,2011,"Deep Creek at Bulla Road, Bulla",8.00 ,11.20 ,14.00 ,19.00 ,21.30 ,5.00 ,9.00 ,19.00 ,29.00 ,180.00 ,10.00 ,35.00 ,80.00 ,280.00 ,3000.00 ,,,
23,-37.6379528,144.8064424,2010,"Deep Creek at Bulla Road, Bulla",8.00 ,10.80 ,15.50 ,19.10 ,26.00 ,7.00 ,11.00 ,31.00 ,57.00 ,1100.00 ,10.00 ,35.00 ,70.00 ,105.00 ,860.00 ,,,
23,-37.6379528,144.8064424,2009,"Deep Creek at Bulla Road, Bulla",8.00 ,11.00 ,16.00 ,20.40 ,26.50 ,5.00 ,6.00 ,7.00 ,8.00 ,14.00 ,10.00 ,28.00 ,60.00 ,140.00 ,620.00 ,,,
24,-37.5794919,144.7288981,2013,"Jacksons Creek upstream Sunbury-Riddells Rd, Sunbury",7.80 ,11.40 ,13.40 ,17.60 ,21.00 ,1.00 ,3.00 ,4.00 ,6.00 ,69.00 ,5.00 ,38.00 ,63.00 ,202.00 ,690.00 ,,,
24,-37.5794919,144.7288981,2012,"Jacksons Creek upstream Sunbury-Riddells Rd, Sunbury",8.40 ,9.80 ,12.30 ,13.90 ,19.90 ,2.00 ,4.00 ,8.00 ,10.00 ,74.00 ,10.00 ,52.00 ,101.00 ,210.00 ,390.00 ,,,
24,-37.5794919,144.7288981,2011,"Jacksons Creek upstream Sunbury-Riddells Rd, Sunbury",9.00 ,12.00 ,15.00 ,19.50 ,21.90 ,17.00 ,33.00 ,48.00 ,108.00 ,230.00 ,120.00 ,220.00 ,400.00 ,860.00 ,9200.00 ,,,
24,-37.5794919,144.7288981,2010,"Jacksons Creek upstream Sunbury-Riddells Rd, Sunbury",8.00 ,9.80 ,15.00 ,19.20 ,24.50 ,2.00 ,3.00 ,7.00 ,12.00 ,24.00 ,20.00 ,60.00 ,100.00 ,175.00 ,660.00 ,,,
24,-37.5794919,144.7288981,2009,"Jacksons Creek upstream Sunbury-Riddells Rd, Sunbury",8.00 ,11.00 ,13.80 ,19.10 ,22.50 ,3.00 ,5.00 ,8.00 ,12.00 ,30.00 ,10.00 ,20.00 ,20.00 ,25.00 ,180.00 ,,,
25,-37.4713077,144.7851531,2013,Jacksons Creek at bridge upstream Sunbury Rd,9.00 ,11.60 ,14.40 ,18.40 ,22.90 ,7.00 ,10.00 ,26.00 ,64.00 ,100.00 ,74.00 ,128.00 ,190.00 ,265.00 ,5800.00 ,,,
25,-37.4713077,144.7851531,2012,Jacksons Creek at bridge upstream Sunbury Rd,8.80 ,11.20 ,13.50 ,17.00 ,21.40 ,6.00 ,13.00 ,26.00 ,46.00 ,96.00 ,110.00 ,113.00 ,255.00 ,390.00 ,1300.00 ,,,
25,-37.4713077,144.7851531,2011,Jacksons Creek at bridge upstream Sunbury Rd,8.00 ,11.50 ,15.50 ,20.00 ,22.40 ,10.00 ,25.00 ,37.00 ,43.00 ,440.00 ,40.00 ,40.00 ,80.00 ,220.00 ,2400.00 ,,,
25,-37.4713077,144.7851531,2010,Jacksons Creek at bridge upstream Sunbury Rd,9.00 ,11.50 ,16.50 ,19.90 ,26.00 ,7.00 ,16.00 ,31.00 ,42.00 ,340.00 ,10.00 ,55.00 ,120.00 ,225.00 ,320.00 ,,,
25,-37.4713077,144.7851531,2009,Jacksons Creek at bridge upstream Sunbury Rd,9.00 ,11.00 ,15.30 ,19.40 ,23.50 ,7.00 ,11.00 ,17.00 ,24.00 ,61.00 ,10.00 ,35.00 ,70.00 ,150.00 ,720.00 ,,,
26,-37.4713077,144.7851531,2013,"Jacksons Creek at Organ Pipes NP, at walkway ~200 u/s Rosette Rock",10.10 ,14.00 ,16.70 ,19.20 ,23.00 ,5.00 ,16.00 ,35.00 ,160.00 ,280.00 ,41.00 ,89.00 ,115.00 ,178.00 ,830.00 ,,,
26,-37.4713077,144.7851531,2012,"Jacksons Creek at Organ Pipes NP, at walkway ~200 u/s Rosette Rock",9.50 ,11.50 ,13.10 ,17.80 ,22.40 ,5.00 ,8.00 ,15.00 ,52.00 ,110.00 ,86.00 ,120.00 ,130.00 ,220.00 ,8200.00 ,,,
26,-37.4713077,144.7851531,2011,"Jacksons Creek at Organ Pipes NP, at walkway ~200 u/s Rosette Rock",8.00 ,11.50 ,14.00 ,18.00 ,20.90 ,6.00 ,9.00 ,12.00 ,42.00 ,97.00 ,60.00 ,110.00 ,140.00 ,550.00 ,2200.00 ,,,
26,-37.4713077,144.7851531,2010,"Jacksons Creek at Organ Pipes NP, at walkway ~200 u/s Rosette Rock",8.00 ,10.80 ,15.50 ,19.10 ,29.50 ,4.00 ,25.00 ,54.00 ,61.00 ,140.00 ,40.00 ,60.00 ,78.00 ,140.00 ,300.00 ,,,
26,-37.4713077,144.7851531,2009,"Jacksons Creek at Organ Pipes NP, at walkway ~200 u/s Rosette Rock",8.00 ,11.00 ,15.50 ,21.30 ,23.00 ,4.00 ,8.00 ,15.00 ,23.00 ,64.00 ,10.00 ,18.00 ,40.00 ,165.00 ,360.00 ,,,
27,-37.7031355,144.8331122,2013,"Maribyrnong River at Arundel Rd, Keilor",8.80 ,12.80 ,15.90 ,19.50 ,25.40 ,4.00 ,13.00 ,23.00 ,33.00 ,140.00 ,41.00 ,52.00 ,79.00 ,155.00 ,350.00 ,,,
27,-37.7031355,144.8331122,2012,"Maribyrnong River at Arundel Rd, Keilor",9.40 ,11.10 ,14.50 ,20.00 ,25.20 ,5.00 ,12.00 ,28.00 ,51.00 ,290.00 ,10.00 ,61.00 ,98.00 ,118.00 ,1500.00 ,,,
27,-37.7031355,144.8331122,2011,"Maribyrnong River at Arundel Rd, Keilor",9.00 ,12.20 ,15.70 ,19.50 ,22.20 ,12.00 ,22.00 ,29.00 ,58.00 ,940.00 ,20.00 ,70.00 ,100.00 ,280.00 ,6000.00 ,,,
27,-37.7031355,144.8331122,2010,"Maribyrnong River at Arundel Rd, Keilor",9.00 ,11.80 ,16.50 ,20.20 ,30.00 ,5.00 ,20.00 ,50.00 ,90.00 ,700.00 ,10.00 ,35.00 ,80.00 ,147.00 ,940.00 ,,,
27,-37.7031355,144.8331122,2009,"Maribyrnong River at Arundel Rd, Keilor",9.00 ,12.00 ,16.50 ,20.90 ,26.50 ,4.00 ,12.00 ,14.00 ,17.00 ,50.00 ,10.00 ,18.00 ,30.00 ,140.00 ,500.00 ,,,
28,-37.7160208,144.816995,2013,"Maribyrnong River at Brimbank Park Ford (upstream Taylors Creek), Keilor",9.50 ,11.80 ,15.30 ,18.50 ,23.70 ,6.00 ,16.00 ,26.00 ,34.00 ,100.00 ,41.00 ,107.00 ,160.00 ,232.00 ,400.00 ,,,
28,-37.7160208,144.816995,2012,"Maribyrnong River at Brimbank Park Ford (upstream Taylors Creek), Keilor",9.40 ,11.30 ,13.80 ,16.20 ,19.50 ,6.00 ,12.00 ,30.00 ,57.00 ,120.00 ,31.00 ,41.00 ,64.00 ,134.00 ,150.00 ,,,
28,-37.7160208,144.816995,2011,"Maribyrnong River at Brimbank Park Ford (upstream Taylors Creek), Keilor",9.50 ,11.30 ,15.00 ,19.10 ,23.00 ,14.00 ,20.00 ,24.00 ,42.00 ,110.00 ,20.00 ,120.00 ,180.00 ,480.00 ,810.00 ,,,
28,-37.7160208,144.816995,2010,"Maribyrnong River at Brimbank Park Ford (upstream Taylors Creek), Keilor",8.00 ,11.10 ,15.80 ,18.60 ,23.00 ,12.00 ,36.00 ,87.00 ,210.00 ,440.00 ,60.00 ,205.00 ,500.00 ,1250.00 ,4500.00 ,,,
28,-37.7160208,144.816995,2009,"Maribyrnong River at Brimbank Park Ford (upstream Taylors Creek), Keilor",9.40 ,10.90 ,14.70 ,20.20 ,22.00 ,6.00 ,7.00 ,11.00 ,15.00 ,82.00 ,20.00 ,40.00 ,90.00 ,290.00 ,1300.00 ,,,
29,-37.76421,144.862839,2013,"Maribyrnong River at Canning Street Ford, Avondale Heights",9.70 ,11.50 ,15.40 ,18.00 ,23.10 ,8.00 ,14.00 ,22.00 ,31.00 ,77.00 ,31.00 ,66.00 ,92.00 ,347.00 ,750.00 ,,,
29,-37.76421,144.862839,2012,"Maribyrnong River at Canning Street Ford, Avondale Heights",9.40 ,10.80 ,12.70 ,15.40 ,18.60 ,10.00 ,16.00 ,27.00 ,65.00 ,150.00 ,31.00 ,105.00 ,200.00 ,308.00 ,600.00 ,,,
29,-37.76421,144.862839,2011,"Maribyrnong River at Canning Street Ford, Avondale Heights",9.00 ,11.30 ,14.50 ,18.70 ,23.00 ,19.00 ,24.00 ,36.00 ,49.00 ,130.00 ,10.00 ,140.00 ,270.00 ,665.00 ,1500.00 ,,,
29,-37.76421,144.862839,2010,"Maribyrnong River at Canning Street Ford, Avondale Heights",8.00 ,11.10 ,15.30 ,18.50 ,23.00 ,8.00 ,26.00 ,50.00 ,157.00 ,500.00 ,10.00 ,63.00 ,250.00 ,1550.00 ,6000.00 ,,,
29,-37.76421,144.862839,2009,"Maribyrnong River at Canning Street Ford, Avondale Heights",8.20 ,10.90 ,14.70 ,19.40 ,21.00 ,4.00 ,9.00 ,14.00 ,18.00 ,76.00 ,10.00 ,20.00 ,80.00 ,175.00 ,1200.00 ,,,
30,-37.4713077,144.7851531,2013,"Maribyrnong River at end of Newsom St. 500m d/s of Ascot Vale MD, Ascot Vale West",9.60 ,10.00 ,14.60 ,18.30 ,24.00 ,4.00 ,4.00 ,7.00 ,10.00 ,30.00 ,20.00 ,31.00 ,240.00 ,542.00 ,24000.00 ,,,
30,-37.4713077,144.7851531,2012,"Maribyrnong River at end of Newsom St. 500m d/s of Ascot Vale MD, Ascot Vale West",9.80 ,10.70 ,14.20 ,14.80 ,18.50 ,2.00 ,6.00 ,7.00 ,11.00 ,31.00 ,31.00 ,81.00 ,275.00 ,410.00 ,630.00 ,,,
30,-37.4713077,144.7851531,2011,"Maribyrnong River at end of Newsom St. 500m d/s of Ascot Vale MD, Ascot Vale West",9.00 ,12.30 ,16.60 ,19.00 ,23.00 ,3.00 ,6.00 ,10.00 ,18.00 ,120.00 ,10.00 ,165.00 ,245.00 ,405.00 ,3600.00 ,,,
30,-37.4713077,144.7851531,2010,"Maribyrnong River at end of Newsom St. 500m d/s of Ascot Vale MD, Ascot Vale West",7.00 ,12.30 ,15.50 ,18.50 ,22.00 ,5.00 ,6.00 ,14.00 ,135.00 ,330.00 ,20.00 ,245.00 ,460.00 ,2100.00 ,6500.00 ,,,
30,-37.4713077,144.7851531,2009,"Maribyrnong River at end of Newsom St. 500m d/s of Ascot Vale MD, Ascot Vale West",9.10 ,11.90 ,16.00 ,20.40 ,24.00 ,3.00 ,4.00 ,7.00 ,10.00 ,67.00 ,10.00 ,20.00 ,40.00 ,120.00 ,7200.00 ,,,
31,-37.4882873,144.5953907,2013,Riddells Creek at u/s Gisbourne-Kilmore Rd,7.40 ,10.00 ,12.60 ,17.30 ,22.70 ,3.00 ,9.00 ,10.00 ,12.00 ,21.00 ,10.00 ,60.00 ,120.00 ,168.00 ,290.00 ,,,
31,-37.4882873,144.5953907,2012,Riddells Creek at u/s Gisbourne-Kilmore Rd,7.60 ,9.70 ,11.80 ,13.50 ,19.90 ,9.00 ,12.00 ,15.00 ,16.00 ,140.00 ,110.00 ,120.00 ,185.00 ,288.00 ,2100.00 ,,,
31,-37.4882873,144.5953907,2011,Riddells Creek at u/s Gisbourne-Kilmore Rd,8.00 ,10.40 ,13.00 ,17.00 ,20.90 ,11.00 ,13.00 ,15.00 ,28.00 ,87.00 ,80.00 ,130.00 ,200.00 ,470.00 ,4000.00 ,,,
31,-37.4882873,144.5953907,2010,Riddells Creek at u/s Gisbourne-Kilmore Rd,7.00 ,9.10 ,14.50 ,17.60 ,24.00 ,3.00 ,5.00 ,6.00 ,9.00 ,19.00 ,10.00 ,10.00 ,40.00 ,90.00 ,220.00 ,,,
31,-37.4882873,144.5953907,2009,Riddells Creek at u/s Gisbourne-Kilmore Rd,7.00 ,10.50 ,14.10 ,18.50 ,20.50 ,2.00 ,4.00 ,9.00 ,18.00 ,44.00 ,10.00 ,10.00 ,20.00 ,100.00 ,220.00 ,,,
32,-37.7470012,144.8821107,2013,"Steele Creek at Rose Avenue, Niddrie",-,-,-,-,- ,-,-,-,-,-,-,-,-,-,-,,,
32,-37.7470012,144.8821107,2012,"Steele Creek at Rose Avenue, Niddrie",9.20 ,10.50 ,14.10 ,15.30 ,17.60 ,3.00 ,4.00 ,9.00 ,25.00 ,41.00 ,150.00 ,410.00 ,670.00 ,930.00 ,1200.00 ,,,
32,-37.7470012,144.8821107,2011,"Steele Creek at Rose Avenue, Niddrie",10.00 ,11.00 ,14.50 ,18.60 ,22.00 ,6.00 ,12.00 ,48.00 ,64.00 ,120.00 ,80.00 ,140.00 ,280.00 ,890.00 ,3000.00 ,,,
32,-37.7470012,144.8821107,2010,"Steele Creek at Rose Avenue, Niddrie",7.00 ,11.50 ,15.80 ,16.50 ,21.00 ,3.00 ,17.00 ,41.00 ,80.00 ,220.00 ,10.00 ,145.00 ,640.00 ,935.00 ,4000.00 ,,,
32,-37.7470012,144.8821107,2009,"Steele Creek at Rose Avenue, Niddrie",8.50 ,11.00 ,13.80 ,19.20 ,21.50 ,2.00 ,4.00 ,6.00 ,17.00 ,95.00 ,40.00 ,75.00 ,130.00 ,965.00 ,1300.00 ,,,
33,-37.8201919,144.8810246,2013,"Stony Creek at Bena Street, Yarraville",12.00 ,13.40 ,17.60 ,20.40 ,27.10 ,6.00 ,10.00 ,12.00 ,17.00 ,280.00 ,52.00 ,248.00 ,1000.00 ,3075.00 ,12000.00 ,,,
33,-37.8201919,144.8810246,2012,"Stony Creek at Bena Street, Yarraville",9.20 ,13.00 ,13.60 ,20.50 ,23.00 ,3.00 ,9.00 ,12.00 ,38.00 ,91.00 ,380.00 ,678.00 ,1255.00 ,4975.00 ,14000.00 ,,,
33,-37.8201919,144.8810246,2011,"Stony Creek at Bena Street, Yarraville",13.00 ,14.80 ,16.50 ,21.50 ,25.50 ,9.00 ,12.00 ,17.00 ,33.00 ,160.00 ,10.00 ,50.00 ,260.00 ,1250.00 ,2500000.00 ,,,
33,-37.8201919,144.8810246,2010,"Stony Creek at Bena Street, Yarraville",11.00 ,13.40 ,19.00 ,22.00 ,26.00 ,7.00 ,13.00 ,29.00 ,61.00 ,260.00 ,20.00 ,325.00 ,1150.00 ,3150.00 ,8000.00 ,,,
33,-37.8201919,144.8810246,2009,"Stony Creek at Bena Street, Yarraville",13.00 ,14.00 ,16.50 ,20.90 ,28.00 ,6.00 ,10.00 ,12.00 ,15.00 ,82.00 ,120.00 ,275.00 ,740.00 ,1525.00 ,8100.00 ,,,
34,-37.7278695,144.820262,2013,"Taylors Creek at walkway downstream Green Gully Road, Kealba",9.90 ,11.90 ,16.00 ,17.40 ,19.00 ,2.00 ,4.00 ,8.00 ,11.00 ,18.00 ,98.00 ,400.00 ,610.00 ,1050.00 ,2600.00 ,,,
34,-37.7278695,144.820262,2012,"Taylors Creek at walkway downstream Green Gully Road, Kealba",9.10 ,10.70 ,14.40 ,14.80 ,16.40 ,2.00 ,5.00 ,8.00 ,12.00 ,24.00 ,140.00 ,180.00 ,860.00 ,960.00 ,2100.00 ,,,
34,-37.7278695,144.820262,2011,"Taylors Creek at walkway downstream Green Gully Road, Kealba",10.50 ,11.00 ,15.00 ,16.90 ,18.20 ,2.00 ,5.00 ,25.00 ,28.00 ,36.00 ,40.00 ,100.00 ,480.00 ,540.00 ,1200.00 ,,,
34,-37.7278695,144.820262,2010,"Taylors Creek at walkway downstream Green Gully Road, Kealba",7.00 ,12.30 ,14.80 ,17.00 ,22.00 ,5.00 ,10.00 ,25.00 ,47.00 ,110.00 ,80.00 ,148.00 ,250.00 ,1430.00 ,2400.00 ,,,
34,-37.7278695,144.820262,2009,"Taylors Creek at walkway downstream Green Gully Road, Kealba",7.50 ,10.10 ,13.80 ,16.40 ,19.00 ,3.00 ,6.00 ,12.00 ,16.00 ,48.00 ,20.00 ,155.00 ,340.00 ,560.00 ,15000.00 ,,,
35,-37.8482409,144.818591,2013,"Cherry MD upstream Kororoit Creek Road, Altona North",9.60 ,11.30 ,15.40 ,17.70 ,22.30 ,3.00 ,6.00 ,23.00 ,117.00 ,380.00 ,10.00 ,161.00 ,230.00 ,430.00 ,5800.00 ,,,
35,-37.8482409,144.818591,2012,"Cherry MD upstream Kororoit Creek Road, Altona North",9.00 ,11.40 ,14.10 ,16.90 ,18.80 ,4.00 ,8.00 ,17.00 ,33.00 ,150.00 ,51.00 ,155.00 ,265.00 ,795.00 ,2300.00 ,,,
35,-37.8482409,144.818591,2011,"Cherry MD upstream Kororoit Creek Road, Altona North",10.50 ,11.30 ,15.00 ,18.30 ,22.00 ,6.00 ,27.00 ,36.00 ,54.00 ,98.00 ,120.00 ,270.00 ,480.00 ,680.00 ,3600.00 ,,,
35,-37.8482409,144.818591,2010,"Cherry MD upstream Kororoit Creek Road, Altona North",8.00 ,12.50 ,16.50 ,18.10 ,21.00 ,5.00 ,6.00 ,17.00 ,60.00 ,170.00 ,10.00 ,35.00 ,100.00 ,525.00 ,4000.00 ,,,
35,-37.8482409,144.818591,2009,"Cherry MD upstream Kororoit Creek Road, Altona North",8.40 ,11.60 ,13.80 ,17.10 ,20.00 ,1.00 ,5.00 ,8.00 ,14.00 ,37.00 ,10.00 ,10.00 ,45.00 ,165.00 ,8500.00 ,,,
36,-37.7653474,144.7692739,2013,"Kororoit Creek at Millbank Drive, Deer Park",10.10 ,12.20 ,15.70 ,17.90 ,24.10 ,2.00 ,3.00 ,6.00 ,10.00 ,38.00 ,10.00 ,46.00 ,115.00 ,195.00 ,750.00 ,,,
36,-37.7653474,144.7692739,2012,"Kororoit Creek at Millbank Drive, Deer Park",9.00 ,11.20 ,13.40 ,16.00 ,20.10 ,4.00 ,6.00 ,8.00 ,13.00 ,34.00 ,30.00 ,114.00 ,160.00 ,393.00 ,1900.00 ,,,
36,-37.7653474,144.7692739,2011,"Kororoit Creek at Millbank Drive, Deer Park",10.50 ,11.30 ,15.00 ,19.30 ,24.00 ,8.00 ,10.00 ,21.00 ,44.00 ,96.00 ,10.00 ,150.00 ,300.00 ,580.00 ,2000.00 ,,,
36,-37.7653474,144.7692739,2010,"Kororoit Creek at Millbank Drive, Deer Park",8.00 ,12.10 ,16.00 ,17.80 ,22.00 ,9.00 ,11.00 ,24.00 ,90.00 ,400.00 ,10.00 ,160.00 ,310.00 ,1175.00 ,3300.00 ,,,
36,-37.7653474,144.7692739,2009,"Kororoit Creek at Millbank Drive, Deer Park",8.80 ,11.90 ,15.20 ,20.10 ,24.00 ,2.00 ,5.00 ,8.00 ,12.00 ,61.00 ,40.00 ,95.00 ,160.00 ,935.00 ,22000.00 ,,,
37,-37.8694706,144.8302461,2013,"Kororoit Creek at Racecourse Road Ford, Altona",10.60 ,13.20 ,17.30 ,18.90 ,25.50 ,7.00 ,14.00 ,22.00 ,29.00 ,34.00 ,10.00 ,95.00 ,300.00 ,748.00 ,1400.00 ,,,
37,-37.8694706,144.8302461,2012,"Kororoit Creek at Racecourse Road Ford, Altona",8.90 ,12.70 ,13.10 ,18.10 ,20.00 ,6.00 ,13.00 ,22.00 ,27.00 ,53.00 ,10.00 ,31.00 ,102.00 ,185.00 ,310.00 ,,,
37,-37.8694706,144.8302461,2011,"Kororoit Creek at Racecourse Road Ford, Altona",12.00 ,13.00 ,15.50 ,20.60 ,23.50 ,12.00 ,24.00 ,32.00 ,50.00 ,90.00 ,10.00 ,88.00 ,100.00 ,950.00 ,2500.00 ,,,
37,-37.8694706,144.8302461,2010,"Kororoit Creek at Racecourse Road Ford, Altona",9.00 ,12.90 ,18.50 ,20.20 ,23.50 ,10.00 ,18.00 ,25.00 ,78.00 ,230.00 ,10.00 ,20.00 ,60.00 ,995.00 ,6000.00 ,,,
37,-37.8694706,144.8302461,2009,"Kororoit Creek at Racecourse Road Ford, Altona",12.00 ,13.00 ,16.10 ,19.80 ,26.00 ,3.00 ,12.00 ,17.00 ,21.00 ,68.00 ,20.00 ,20.00 ,60.00 ,230.00 ,680.00 ,,,
38,-37.8828917,144.7850113,2013,"Laverton Creek at track off Valente St, D/s Kayes Drain, U/s weir, Altona Meadows",10.10 ,12.50 ,15.60 ,17.10 ,22.80 ,6.00 ,10.00 ,14.00 ,22.00 ,50.00 ,20.00 ,82.00 ,165.00 ,432.00 ,1300.00 ,,,
38,-37.8828917,144.7850113,2012,"Laverton Creek at track off Valente St, D/s Kayes Drain, U/s weir, Altona Meadows",8.80 ,11.70 ,12.80 ,16.50 ,17.40 ,4.00 ,7.00 ,8.00 ,12.00 ,27.00 ,41.00 ,89.00 ,123.00 ,165.00 ,250.00 ,,,
38,-37.8828917,144.7850113,2011,"Laverton Creek at track off Valente St, D/s Kayes Drain, U/s weir, Altona Meadows",11.00 ,12.00 ,14.90 ,17.70 ,23.00 ,7.00 ,16.00 ,25.00 ,55.00 ,220.00 ,10.00 ,35.00 ,270.00 ,640.00 ,4800.00 ,,,
38,-37.8828917,144.7850113,2010,"Laverton Creek at track off Valente St, D/s Kayes Drain, U/s weir, Altona Meadows",7.00 ,12.50 ,16.80 ,17.60 ,22.00 ,9.00 ,12.00 ,55.00 ,79.00 ,150.00 ,10.00 ,40.00 ,120.00 ,450.00 ,3300.00 ,,,
38,-37.8828917,144.7850113,2009,"Laverton Creek at track off Valente St, D/s Kayes Drain, U/s weir, Altona Meadows",11.20 ,12.00 ,13.10 ,16.80 ,25.80 ,11.00 ,15.00 ,18.00 ,20.00 ,26.00 ,10.00 ,20.00 ,20.00 ,65.00 ,260.00 ,,,
39,-37.4713077,144.7851531,2013,Lerderderg River at O'Brien Road,7.30 ,9.80 ,12.70 ,16.60 ,24.10 ,2.00 ,3.00 ,4.00 ,8.00 ,60.00 ,5.00 ,10.00 ,36.00 ,220.00 ,430.00 ,,,
39,-37.4713077,144.7851531,2012,Lerderderg River at O'Brien Road,7.80 ,8.60 ,9.60 ,15.20 ,18.90 ,2.00 ,3.00 ,4.00 ,8.00 ,72.00 ,5.00 ,6.00 ,15.00 ,44.00 ,200.00 ,,,
39,-37.4713077,144.7851531,2011,Lerderderg River at O'Brien Road,10.00 ,12.60 ,15.00 ,17.50 ,21.00 ,13.00 ,21.00 ,25.00 ,57.00 ,160.00 ,60.00 ,90.00 ,140.00 ,210.00 ,760.00 ,,,
39,-37.4713077,144.7851531,2010,Lerderderg River at O'Brien Road,6.90 ,7.90 ,12.20 ,18.00 ,20.80 ,3.00 ,4.00 ,6.00 ,18.00 ,48.00 ,10.00 ,33.00 ,70.00 ,345.00 ,5500.00 ,,,
39,-37.4713077,144.7851531,2009,Lerderderg River at O'Brien Road,6.00 ,8.00 ,9.90 ,15.00 ,19.80 ,3.00 ,5.00 ,7.00 ,14.00 ,40.00 ,10.00 ,20.00 ,40.00 ,40.00 ,310.00 ,,,
40,-37.6759953,144.4388345,2013,"Lerderderg River at Bacchus March Road, Bacchus Marsh",10.10 ,11.70 ,15.20 ,18.10 ,21.90 ,7.00 ,9.00 ,10.00 ,13.00 ,91.00 ,41.00 ,125.00 ,170.00 ,318.00 ,3400.00 ,,,
40,-37.6759953,144.4388345,2012,"Lerderderg River at Bacchus March Road, Bacchus Marsh",9.10 ,10.90 ,13.10 ,17.20 ,20.10 ,11.00 ,16.00 ,18.00 ,26.00 ,46.00 ,74.00 ,94.00 ,160.00 ,238.00 ,570.00 ,,,
40,-37.6759953,144.4388345,2011,"Lerderderg River at Bacchus March Road, Bacchus Marsh",7.30 ,8.50 ,12.00 ,15.40 ,18.00 ,2.00 ,3.00 ,4.00 ,6.00 ,69.00 ,-,10.00 ,20.00 ,20.00 ,80.00 ,,,
40,-37.6759953,144.4388345,2010,"Lerderderg River at Bacchus March Road, Bacchus Marsh",8.70 ,11.30 ,15.00 ,19.70 ,22.40 ,12.00 ,34.00 ,58.00 ,94.00 ,590.00 ,40.00 ,75.00 ,150.00 ,305.00 ,3000.00 ,,,
